狭义的物流节点仅指现代物流意义的物流（配送）中心、物流园区和配送网点。,现代物流 物流中心 物流园区 配送网点,10,狭义|的|物流|节点|仅|指|现代|物流|意义|的|物流|（|配送|）|中心|、|物流|园区|和|配送|网点|。,a|u|n|n|d|v|t|n|n|u|n|w|vn|w|n|w|n|n|c|vn|n|w,现代|物流| |物流|中心| |物流|园区| |配送|网点,t|n|w|n|n|w|n|n|w|vn|n
公用型保税仓库：由主营仓储业务的中国境内独立企业法人经营，专门向社会提供保税仓储服务。,仓储业务 中国境内 独立企业法人 经营 保税 仓储服务,10,公用型|保税仓库|：|由|主营|仓储|业务|的|中国|境内|独立|企业|法人|经营|，|专门|向|社会|提供|保税|仓储|服务|。,a|nz|w|p|v|vn|n|u|LOC|s|a|n|n|v|w|d|p|n|v|vn|vn|vn|w,仓储|业务| |中国|境内| |独立|企业|法人| |经营| |保税| |仓储|服务,vn|n|w|LOC|s|w|a|n|n|w|vn|w|vn|w|vn|vn
自用型保税仓库：由特定的中国境内独立企业法人经营，仅存储供本企业自用的保税货物。,特定 中国境内 独立企业法人 经营 存储 本企业自用 保税货物,10,自用型|保税仓库|：|由|特定|的|中国|境内|独立|企业|法人|经营|，|仅|存储|供|本|企业|自用|的|保税|货物|。,a|nz|w|p|a|u|LOC|s|a|n|n|v|w|d|v|v|r|n|v|u|vn|n|w,特定| |中国|境内| |独立|企业|法人| |经营| |存储| |本|企业|自用| |保税货物,a|w|LOC|s|w|a|n|n|w|vn|w|vn|w|r|n|v|w|nz
专用型保税仓库：保税仓库中专门用来存储具有特定用途或特殊种类商品的仓库。,保税仓库 存储 特定用途 特殊种类 商品 仓库,10,专用型|保税仓库|：|保税仓库|中专|门|用来|存储|具有|特定|用途|或|特殊|种类|商品|的|仓库|。,a|nz|w|nz|n|n|v|v|v|a|n|c|a|n|n|u|n|w,保税仓库| |存储| |特定|用途| |特殊|种类| |商品| |仓库,nz|w|vn|w|a|n|w|a|n|w|n|w|n
专用型保税仓库包括液体危险品保税仓库、备料保税仓库、寄售维修保税仓库和其他专用型保税仓库。,液体危险品 备料 寄售维修 其他专用型,10,专用型|保税仓库|包括|液体|危险品|保税|仓库|、|备料|保税仓库|、|寄售|维修|保税仓库|和|其他|专用型|保税|仓库|。,a|nz|v|n|n|vn|n|w|v|nz|w|v|v|nz|c|r|a|vn|n|w,液体|危险品| |备料| |寄售|维修| |其他|专用型,n|n|w|n|w|vn|vn|w|r|n
液体危险品保税仓库，是指符合国家关于危险化学品仓储规定的，专门提供石油、成品油或者其它散装液体危险化学品保税仓储服务的保税仓库。,国家 危险化学品 仓储规定 石油 成品油 其它散装液体 危险化学品 保税仓储服务 保税仓库,10,液体|危险品|保税|仓库|，|是|指|符合|国家|关于|危险|化学品|仓储|规定|的|，|专门|提供|石油|、|成品油|或者|其它|散装|液体|危险|化学品|保税|仓储|服务|的|保税|仓库|。,n|n|vn|n|w|v|v|v|n|p|a|n|vn|n|u|w|d|v|n|w|n|c|r|a|n|a|n|vn|vn|vn|u|vn|n|w,国家| |危险|化学品| |仓储|规定| |石油| |成品油| |其它|散装|液体| |危险|化学品| |保税仓储服务| |保税仓库,n|w|a|n|w|vn|n|w|n|w|n|w|r|a|n|w|a|n|w|nz|w|nz
备料保税仓库，是指加工贸易企业存储为加工复出口产品所进口的原材料、设备及其零部件的保税仓库，所存保税货物仅限于供应本企业。,加工贸易企业 存储 产品 原材料 设备 零部件 保税仓库 保税货物 本企业,10,备料|保税仓库|，|是|指|加工|贸易|企业|存储|为|加工|复出口|产品|所|进口|的|原材料|、|设备|及其|零部件|的|保税|仓库|，|所|存|保税|货物|仅限于|供应|本|企业|。,v|nz|w|v|v|vn|vn|n|v|v|v|vn|n|u|v|u|n|w|n|c|n|u|vn|n|w|u|v|vn|n|v|v|r|n|w,加工|贸易|企业| |存储| |产品| |原材料| |设备| |零部件| |保税仓库| |保税|货物| |本|企业,vn|vn|n|w|vn|w|n|w|n|w|n|w|n|w|nz|w|vn|n|w|r|n
寄售维修保税仓库，是指专门存储为维修外国产品所进口寄售零配件的保税仓库。,专门 存储 维修 外国产品 进口寄售 零配件 保税仓库,10,寄售|维修|保税|仓库|，|是|指|专门|存储|为|维修|外国|产品|所|进口|寄售|零配件|的|保税|仓库|。,vn|vn|vn|n|w|v|v|d|v|v|v|n|n|u|v|v|n|u|vn|n|w,专门| |存储| |维修| |外国|产品| |进口|寄售| |零配件| |保税仓库,d|w|vn|w|vn|w|n|n|w|vn|vn|w|n|w|nz
自由贸易区 （Free Trade Zone，简称FTZ）是指在贸易和投资等方面比世贸组织有关规定更加优惠的贸易安排；在主权国家或地区的关境以外，划出特定的区域，准许外国商品豁免关税自由进出。,贸易 投资 世贸组织 优惠 贸易安排 主权国家 地区关境 特定区域 外国商品 关税 自由进出,10,自由贸易区| |（|Free| |Trade| |Zone|，|简称|FTZ|）|是|指|在|贸易|和|投资|等|方面|比|世贸组织|有关|规定|更加|优惠|的|贸易|安排|；|在|主权|国家|或|地区|的|关境|以外|，|划出|特定|的|区域|，|准许|外国|商品|豁免|关税|自由|进出|。,n|w|w|n|w|xc|w|xc|w|v|nz|w|v|v|p|n|c|vn|u|n|p|ORG|vn|n|d|a|u|vn|vn|w|p|n|n|c|n|u|n|f|w|v|a|u|n|w|v|n|n|v|n|ad|v|w,贸易| |投资| |世贸组织| |优惠| |贸易|安排| |主权|国家| |地区|关境| |特定|区域| |外国|商品| |关税| |自由|进出,n|w|vn|w|ORG|w|vn|w|n|vn|w|n|n|w|n|n|w|a|n|w|n|n|w|n|w|ad|v
自由贸易区：狭义仅指提供区内加工出口所需原料等货物的进口豁免关税的地区，类似出口加工区。广义还包括自由港和转口贸易区。,提供 区内 加工出口 原料 货物 进口豁免关税 出口加工区 自由港 转口贸易区,10,自由贸易区|：|狭义|仅|指|提供|区内|加工|出口|所需|原料|等|货物|的|进口|豁免|关税|的|地区|，|类似|出口|加工|区|。|广义|还|包括|自由港|和|转口|贸易|区|。,n|w|n|d|v|v|s|vn|vn|vn|n|u|n|u|vn|v|n|u|n|w|v|vn|vn|n|w|n|d|v|n|c|vn|vn|n|w,提供| |区内| |加工|出口| |原料| |货物| |进口|豁免|关税| |出口|加工|区| |自由港| |转口|贸易|区,v|w|s|w|vn|vn|w|n|w|n|w|vn|v|n|w|vn|vn|n|w|n|w|vn|vn|n
就性质而言自由贸易区可分为：商业自由区和工业自由区。,性质 商业自由区 工业自由区,10,就|性质|而言|自由贸易区|可|分为|：|商业|自由区|和|工业|自由区|。,d|n|u|n|v|v|w|n|n|c|n|n|w,性质| |商业|自由|区| |工业|自由区,n|w|n|a|n|w|n|n
就功能而言，世界自由贸易区可分为以下类型：转口集散型；贸工结合、以贸为主型；出口加工型；保税仓储型。,功能 转口集散型 以贸为主型 出口加工型 保税仓储型,10,就|功能|而言|，|世界|自由贸易区|可|分为|以下|类型|：|转口|集散型|；|贸工|结合|、|以|贸|为|主型|；|出口|加工型|；|保税仓|储型|。,d|n|u|w|n|n|v|v|f|n|w|v|a|w|n|v|w|p|n|v|n|w|vn|a|w|nz|n|w,功能| |转口|集散型| |以|贸|为|主型| |出口|加工型| |保税仓|储型,n|w|vn|n|w|p|n|v|n|w|vn|n|w|nz|n
物品出库作业是仓储作业管理的最后一步，也是仓储作业管理的重要环节。,仓储作业 管理 最后一步 仓储作业 管理 重要环节,10,物品|出库|作业|是|仓储|作业|管理|的|最后|一步|，|也是|仓储|作业|管理|的|重要|环节|。,n|vn|n|v|vn|vn|vn|u|a|m|w|v|vn|vn|vn|u|a|n|w,仓储|作业| |管理| |最后|一步| |仓储|作业| |管理| |重要|环节,vn|n|w|vn|w|a|m|w|vn|n|w|vn|w|a|n
物品出库作业：它是仓储经营人根据存货人或仓单持有人所持有的仓单，按其所列物品的编号、名称、规格、型号、数量等项目，组织物品出库的一系列活动。,仓储经营人 存货人 仓单持有人 仓单 物品编号 名称 规格 型号 数量 组织 物品出库 活动,10,物品|出库|作业|：|它|是|仓储|经营|人|根据|存货|人|或|仓单|持|有人|所|持有|的|仓单|，|按|其|所|列|物品|的|编号|、|名称|、|规格|、|型号|、|数量|等|项目|，|组织|物品|出库|的|一系列|活动|。,n|vn|n|w|r|v|vn|vn|n|p|n|n|c|n|v|r|u|v|u|n|w|p|r|u|v|n|u|n|w|n|w|n|w|n|w|n|u|n|w|v|n|v|u|a|n|w,仓储|经营|人| |存货|人| |仓单|持有人| |仓单| |物品|编号| |名称| |规格| |型号| |数量| |组织| |物品|出库| |活动,vn|vn|n|w|n|n|w|n|n|w|n|w|n|n|w|n|w|n|w|n|w|n|w|n|w|n|v|w|n
物品出库要做到“三不、三核、五检查” 。,三不 三核 五检查,10,物品|出库|要|做到|“|三|不|、|三|核|、|五|检查|”| |。,n|v|v|v|w|m|d|w|m|n|w|m|vn|w|w|w,三|不| |三|核| |五|检查,m|d|w|m|n|w|m|vn
物品出库时的“三不”指的是：未接单据不翻账，未经审单不备货，未经复核不出库。,未接单据 不翻账 未经审单 不备货 未经复核 不出库,10,物品|出库|时|的|“|三|不|”|指|的|是|：|未|接|单据|不|翻账|，|未经|审单|不|备货|，|未经|复核|不|出库|。,n|v|n|u|w|m|d|w|v|u|v|w|d|v|n|d|v|w|v|n|d|v|w|v|vn|d|v|w,未接|单据| |不|翻账| |未经|审单| |不备货| |未经|复核| |不|出库,v|n|w|d|v|w|v|n|w|vn|w|v|vn|w|d|v
物品出库时的“三核”指的是：在发货时，要核对凭证、核对账卡、核对实物。,核对凭证 核对账卡 核对实物,10,物品|出库|时|的|“|三|核|”|指|的|是|：|在|发货|时|，|要|核对|凭证|、|核对账卡|、|核对|实物|。,n|v|n|u|w|m|n|w|v|u|v|w|p|v|n|w|v|v|n|w|nz|w|v|n|w,核对|凭证| |核对账卡| |核对|实物,v|n|w|nz|w|v|n
物品出库时的“五检查”指的是：对单据和实物要进行品名检查、规格检查、包装检查、数量检查、重量检查。,单据 实物 品名检查 规格检查 包装检查 数量检查 重量检查,10,物品|出库|时|的|“|五|检查|”|指|的|是|：|对|单据|和|实物|要|进行|品名检查|、|规格|检查|、|包装|检查|、|数量|检查|、|重量|检查|。,n|v|n|u|w|m|vn|w|v|u|v|w|p|n|c|n|v|v|vn|w|n|vn|w|vn|vn|w|n|vn|w|n|vn|w,单据| |实物| |品名|检查| |规格|检查| |包装|检查| |数量|检查| |重量|检查,n|w|n|w|n|vn|w|n|vn|w|vn|vn|w|n|vn|w|n|vn
物品出库时，在保证库存物品的价值和使用价值不变的前提下，坚持“先进先出”的原则。,库存 物品价值 使用价值 不变 先进先出,10,物品|出库|时|，|在|保证|库存|物品|的|价值|和|使用|价值|不变|的|前提|下|，|坚持|“|先进先出|”|的|原则|。,n|v|n|w|p|v|vn|n|u|n|c|vn|n|v|u|n|f|w|v|w|v|w|u|n|w,库存| |物品|价值| |使用|价值| |不变| |先进先出,n|w|n|n|w|vn|n|w|v|w|v
